no,judul
6,korelasi depresi anxietas stress dengan resika bunuh diri pada klien gagal ginjal kronik dengan terapi hemodialisa di rsud panembahan senopati bantul yogyakarta
6,pengaruh terapi musik new age terhadap penurunan skala nyeri pada pasien kanker payudara di unti kemoterapi rsud panembahan senopati bantul yogyakarta
3,perancangan komik batik sebagai media pembelajaran batik untuk siswa kelas viii smpn jetis bantul
6,evaluasi penggunaan pupuk pada budidaya padi sawah oryza sativa berdasarkan kalender tanam katam kasus di desa triharjo kecamatan pandak kabupaten bantul diy
6,hubungan tingkat depresi dan asupan makan dengan kejadian hipertensi pada lansia di kabupaten bantul
6,hubungan penggunaan alat kontrasepsi dengan kejadian kanker serviks di rsud panembahan senopati bantul tahun
5,analisis potensi keanekaragaman jenis orthopettera di kebun buah mangunan dlingo bantul sevagai sumber belajar biologi siswa kelas
1,perubahan fisik dan psikologis pada wanita menopause di dusun tirto bangunjiwo bantul yogyakarta tahun
3,value for money untuk mengukur kinerja keuangan pemerintah daerah kabupaten bantul tahun
3,kesiapsiagaan siswa smp sekecamatan imogiri terhadap bencana gempa bumi
6,analisa dosis radiasi yang diterima pasien pada pemeriksaan abdomen proyeksi antero posterior ap menggunakan digital radiography dr
6,pengalaman hidup ibu dengan chronic sorrow karena kehilangan perinatal di daerah istimewa yogyakarta
1,pengaruh mendengarkan al quran terhadap status mental emosional pada lansia usia tahun di wilayah kerja puskesmas sedayu ii bantul
6,gambaran tingkat pengetahuan orang tua tentang anak autis di slb bina anggita banguntapan bantul yogyakarta
6,hubungan peran teman sebaya dengan perilaku bully pada siswa kelas viii di smp muhammadiyah bambanglipuro bantul yogyakartal
3,implementasi permendikbud nomor tahun tentang penerimaan peserta didik baru ppdb di kabupaten bantul pada tahun
7,analisa tingkat pelayanan trotoar menggunakan metode pengamatan visual dan metode los gallin
6,motivasi petani dalam penerapan tanam bibit muda pada budidaya padi sawah oryza sativa di desa ngestiharjo kecamatan kasihan kab bantul diy
6,hubungan tingkat pengetahuan ibu bersalin terhadap teknik meneran dengan kejadian ruptur perineum di rsud panembahan senopati bantul
6,penggunaan media lembar balik tentang makanan jajanan lembaja sebagai upaya peningkatan pengetahuan anak sekolah dasar tentang pemilihan makanan jajanan
3,strategi media relations humas sekretariat dprd kab bantul dalam membangun citra positif studi deskriptif melalui program acara wedang ronde di aditv
6,perancangan website desa wisata wukirsari bantul sebagai media promosi dan pemesanan
3,pengembangan media big book untuk meningkatan kemampuan literasi anak usia tahun di tk sekecamatan bamabanglipuro bantul
3,pemodelan kriminalitas dengan pendekatan regresi spasial dan pendekatan kmeans clustering di kabupaten bantul
6,hubungan antara dukungan keluarga dengan tingkat kecemaasan pada wanita premenopause di dusun manggisan banguntapan bantul yogyakarta
6,analisis pengaruh praktik supply chain management terhadaap kinerja perusahaan dimediasi oleh keunggulan bersain pada industri kreatif di kabupaten bantul
3,upaya meningkatkan prestasi belajar menulis aksara jawa menggunakan model cooperative integrated reading and composition circ pada siswa kelas iv sd muhammadiyah kalinampu seloharjo pundong bantul
3,upaya meningkatkan keaktifan dan hasil belajar matematika dengan model pembelajaran kooperatif tipe numbered heads together nht siswa kelas vii smp negeri pleret tahun ajaran
3,dampak kesulitan belajar menulis pada aspek sosial emosi siswa kelas di sd muhammadiyah bodon bantul
6,faktor yang berhubungan dengan perilaku konsumsi buah dan sayuran pada remaja di smp banguntapan bantul yogyakarta
2,efektivitas metode kauny quantum memory dalam menghafal alquran di rumah quran sdit lhi yogyakarta
7,perbedaan pengaruh penambahan kinesiotaping pada tendon gliding dengan tendon gliding terhadap kemampuan fungsional carpal tunnel syndrome pada pengrajin batik giriloyo
6,kajian pengelolaan sampah di pantai parangtritis
3,penerapan model pembelajaran kooperatif tipe think pair share pada pembelajaran matematika pokok bahasan bangun ruang sisi datar kelas viii smp sewon bantul tahun ajaran
3,efektifitas model pembelajaran koperatif tipe team assited individualization tai terhadap hasil belajar matematika ditinjau dari motivasi belajar siswa kelas vlll smp sewon
3,efektivitas model pembelajaran kooperatif tipe team assisted individualization tai terhadap hasil belajar matematika ditinjau dari motivasi belajar siswa kelas vlll smp sewon
5,peran community worker dalam pengembangan ekoeduwisata hutan mangrove
3,pengaruh pengelolaan kelas terhadap disiplin belajar siswa kelas sekolah dasar segugus upt kecamatan pundong kabupaten bantul
3,pengaruh kualitas pelayanan terhadap kepuasan pasien bpjs di poli gigi puskesmas pajangan bantul tahun
3,efektivitas model pembelajaan kooperatif tipe nht numbered head together dengan pemanfaatan lks terhadap hasil belajar ipa siswa kelas vii smp negeri banguntapan bantul tahun ajaran
6,peran kelompok tani dalam pemupukan jagung hibrida bisi didesa girirejo kecamatan imogiri kabupaten bantul daerah istimewa yogyakarta
6,analisis ketersediaan obat pasien rawat jalan penyakit kronis peserta bpjs di rsud panembahan senopati bantul yogyakarta tahun
6,pengunaan sampul pintar dan poster untuk meningkatkan perilaku pencegahan demam berdarah dengue siswa sekolah dasar negeri wojo bantul
5,hubungan dukungan sosial dengan tingkat depresi pada pasien yang menjalani terapi hemodialisa di rsud panembahan senopati bantul yogyakarta
6,gambaran program perencanaan persalinan dan pencegahan komplikasi pkpada ibu hamil trimester iii dipuskesmas jetis
6,hubungan personal hygiene ibu nifas dengan kejadian infeksi pada luka perineum di bpm endang purwanigsih pleret bantul tahun
3,implikasi penerapan fikih lingkungan terhadap perilaku sadar lingkungan santri di pondok pesantren lintang songo pagergunung sitimulyo piyungan bantul
3,penerapan model pembelajaran discovery learning untuk meningkatkan kemampuan berfikir logis matematis siswa kelas vii smp pandak
3,pengaruh kawruh pamomong ibu terhadap karakter siswa kelas sd sekecamatan ssewon bantul
3,pengaruh pengelolaan kelas dan fasilitas belajar terhadap hasil belajar siswa kelas sma bambanglipuro tahun pelajaran
3,pengembangan lks ipa berbasis guided inquiry untuk meningkatkan high order thinking hot pada siswa kelas sd bibis
6,hubungan antara dukungan sosial dan kualitas hidup pada remaja berkebutuhan khusus
3,pelaksanaan pembelajaran pendidikan jasmani adaptif untuk anak autis di sekolah khusus autis bina angita yogyakarta tahun ajaran
6,hubungan antara konsumsi fe dan inhibitor penyerapan fe kadar hemoglobin pada wanita usia subur wus pranikah di kabupaten bantul
6,hambatan pelaksanaan program keluarga sadar gizi di wilayah kerja puskesmas jetis desa trimulyo bantul yogyakarta
3,pengaruh layanan bmbingan kelompok menggunakan teknik sosiodrama terhadap perilaku agresif siswa kelas viii mts muhammadiyah kasihan tahun pelajaran
1,peran kepeminpinan kepala desa dalam pemberdayaan desa studi kasus desa panggungharjo kecamatan sewon kabupaten bantul provinsi di yogyakarta
3,pelaksanaan kewenangan pemerintah desa dalam pengelolaan badan usaha milik desa di desa panggungharjo kecamatan sewon kabupaten bantul
6,hubungan kenaikan berat badan ibu hamil dengan berat badan lahir bayi di puskesmas srandakan kabupaten bantul daerah istimewa yogyakarta juni maret
0,sistem informasi geografis untuk pemetaan penyakit diare di puskesmas sewon tahun
5,pembelajaran luas permukaan prisma menggunakan konteks packaging untuk siswa smp kelas viii
3,pengaruh kawruh pamomong guru terhadap karakter siswa kelas sd sekecamatan sewon bantul
6,pengaruh self hypnosis terhadap tingkat stres penderita hipertensi di argomulyo sedayu bantul
6,hubungan kebiasaan merokok dan konsumsi kopi dengan kejadian hipertensi pada lakilaki yang bekerja di instansi pemerintah kabupaten bantul
6,hubungan asupan energi dan protein dengan perubahan ibu hamil kek menjadi ibu hamil normal dipukesmas srandakan
6,studi kualitatif gambaran konsep diri pasien gagal ginjal kronik di unit hemodialisis rsud panembahan senopati bantul
6,hubunga asupan energi dan protein degan perubahan ibu hamil kek menjadi ibu hamil normal dipukesmas srandakan
6,gambaran tingkat pengetahuan ibu nifas tentang kebutuhan gizi ibu nifas di rsud panembahan senopati bantul
3,pengembangan media komik pada pembelajaran keterampilan membaca pemahaman untuk siswa kelas iv sd negeri grojogan tamanan bantul
3,relokasi permukiman sebagai solusi mitigasi terhadap ancaman bencana tanah longsor di kabupaten bantul
6,kombinasi tablet dan moringa oleifera untuk meningkatkan kadar hemoglobin pada ibu hamil trimester iii dengan anemia di puskesmas srandakan bantul yogyakarta tahun
6,hubungan tingkat pengetahuan remaja tentang bahaya merokok dengan perilaku merokok pada remaja lakilaki di sma imogiri
3,minat pemuda terhadap agribisnis padi sawah di desa wukisari kecamatan imogiri kabupaten bantul daerah istimewa yogyakarta
3,program wajib lapor di institusi penerima wajib lapor dalam menangani pecandu dan korban penyalahgunaan narkotika studi di institusi penerimaan wajib lapor diy
6,hubungan antara paparan asap rokok dengan kejadian infeksi saluran pernafasan akut ispa pada balita di wilayah kerja puskesmas jetis ii kabupaten bantul
3,upaya meningkatkan kedisiplinan dan hasil belajar matematika melalui pembelajaran kooperatif tipe student teams achievement vii divisions stad pada kelas vii smp negeri banguntapan
6,hubungan antara pola makan dengan penambahan berat badan ibu selama kehamilan di kecamatan sedayu
6,perbedaan tingkat stress kerja perawat di bangsal dalam dan bangsal bedah rsud panembahan senopati bantul
3,studi korelasi antara kompetensi profesional guru pai dengan prestasi belajar siswa pada mata pelajaran pendidikan agama islam dan budi pekerti di smp negeri banguntapan
6,hubungan status gizi ibu hamil dengan berat bayi lahir di bpm endang purwaningsih pleret bantul tahun
6,kajian higiene sanitasi tenaga di bagian produksi dan keamanan makanan diunit produksi makanan rsud panembahan senopati bantul
6,perbedaan kecerdasan emosi berdasarkan pada pola asuh orangtua pada siswa kelas di sma negeri sewon bantul yogyakarta tahun ajaran
3,kinerja sub bagian moitoring dan pelaporan kesra pada bagian administrasi kesejahteraan rakyat sekretariat daerah kabupaten bantul
6,gambaran dukungan keluarga tentang kepatuhan minum obat pada penderita tbc di wilayah kecamatan sewon bantul yogyakarta
6,gambaran sikap remaja terhadap seks pranikah di dusun tegal lawas desa jatimulyo kecamatan dlingo bantul
8,asmaraloka
3,bringin folktales to improve studentsspeaking ability for the second grade students of sma kretek bantul in the academic year of
3,peningkatan keterampiln proses sains melalui metode demonstrasi pada kelompok di tk aba gambrengan srandakan bantul
6,gambaran pengetahuan ibu nifas tetang metode kontrasepsi jangka panjang mkjp di rsud panembahan senopati bantul diy
6,perbedaan pengetahuan dan sikap tentang anemia melalui penyuluhan anemia pada remaja di sma bantul
6,hubungan asupan energi dan protein dengan perubahan ibu hamil kek menjadi ibu hamil normal dipukesmas srandakan
6,pengaruh pelatihan deteksi dini tumbuh kembang balita dtkb terhadap motivasi dan ketrampilan kader di dusun soragan ngestiharjo kasihan bantul
6,pengaruh pelatihan deteksi dini tumbuh kembang balita dtkb terhadap motivasi dan ketrampilan kader di dusun soragan ngestiharjo kasihan bantul
6,pengaruh pelatihan deteksi dini tumbuh kembang balita dtkb terhadap motivasi dan ketrampilan kader di dusun soragan ngestiharjo kasihan bantul
6,evaluasi penggunaan obat antihipertensi pada pasien stroke akut di bangsal rawat inap rsud panembahan senopati bantul yogyakarta periode januaridesember
5,efektivitas model problem based learning ditiinjau dari pemahaman kkonsep matematika siswa kelas vii smp negeri sewon
6,pengaruh konseling pra konsepsi pada calon suami terhadap dukungan persiapan kehamilan di kecamatan sedayu kabupaten bantul yogyakarta
6,persepsi suami tentang penggunaan alat kontrasepsi pria di susun nengahan desa trimurti kecamatan srandakan kabupaten bantul tahun
6,hubungan rasio natrium dan kalium dengan kejadian hipertensi pada lansia di kabupaten bantul
6,hubungan pengetahuan dan sikap perawat tentang pencegahan infeksi nosokomial dengan perilaku perawatan luka paska operasi di rsud panembahan senopati bantul yogyakarta
6,hubungan pengetahuan ibu hamil tentang kebutuhan gizi dengan pertambahan berat badan pada masa kehamilan di kecamatan sedayu kabupaten bantul yogyakarta
6,peta persebaran kasus demam berdarah dengue berdasarkan demografi dan angka bebas jentik menggunakan sistem informasi geografis sig di puskesmas piyungan
6,tingkat pengetahuan tentang penapisan kanker serviks dengan metode inspeksi visual dengan asam asetat iv pada wanita usia subur wus di dusun grudo desa panjangejo kecamatan pundong kabupaten bantul tahun
6,evaluasi peresepan obat dengan diagnosis gangguan saraf pada pasien geriatri rawat inap di rumah sakit umum daerah panembahan senopati bantul periode tahun berdasarkan befrs criteria
3,upaya meningkatkan aktivitas belajar matematika menggunakan model pembelajaran kooperatif tipe think pair share tps pada siswa kelas vii semester genap smp negeri imogiri kabupaten bantul tahun ajaran
3,pengaruh penggunaan media interaktif terhadap hasil belajar ipa siswa kelas viii smpn banguntapan tahun ajaran
6,hubungan implementasi program rumah bebas asap rokok dengan pola perilaku merokok masyarakat di dusun karet pleret kab bantul yogyakarta tahun at
3,upaya meningkatkan kepercayaan diri melalui layanan konseling kelompok pada siswa kelas xi iis sman bantul tahun ajaran
6,tingkat kepuasan pasien tentang kualitas pelayanan rawat jalan pasca akreditasi di puskesmas sewon bantul tahun
6,hubunga asupan energi dan protein degan perubahan ibu hamil kek menjadi ibu hamil normal dipukesmas srandakan
6,gambaran tingkat kepatuhan ibu hamil trimester iii dalam mengonsumsi tablet fe di puskesmas jetis ii kabupaten bantul yogyakarta
3,pengembangan desa wisata puncak becici desa muntuk kecamatan dlingo kabupaten bantul daerah istimewa yogyakarta untuk peningkatan pendapatan masyarakat
6,hubungan tingkat ketergantungan dengan tingkat depresi pada lanjut usia di dusun ngrame tamantirto kasihan bantul
6,analisis faktor faktor yang mempengaruhi risiko jatuh pada lansia ngebel tamantirto kasihan bantul
7,pengembangan modul ipa berwawasan islam materi organ pencernakan manusia untuk siswa kelas di sekolah dasr tahun ajaran
3,implementasi perda diy no tahiun tentang penanganan gelandangan dan pengemis di kota yogyakarta
6,pengaruh pendidikan kesehatan tentang perilaku hidup bersih dan sehat terhadap pengetahuan siswa kelas iii di sd negeri banguntapan bantul yogyakarta
6,gambaran fatigue pada pasien kanker di rsud panembahan senopati bantul yogyakarta
6,kajian efek samping kosmetik tabir surya di provinsi daerah istimewa yogyakarta
3,peran pemerintah desa dalam pelaksanaan program desa prima
1,hubungan antara kepercayaan diri dan readiness dengan kecemasan menghadapi masa pensiun pada pegawai negeri sipil
6,gambaran pengetahuan orang tua tentang kesehatan gigi dan mulut pada anak balita di kelompok bermain aisyiyah permata hati noyopaten bantul
6,pengaruh frekuensi antenatal care terhadap kepatuhan mengkonsumsi tablet fe pada ibu hamil di puskesmas sedayu bantul
6,pengaruh strategi bisnis terhadap kinerja ukm gerabah kasongan di daerah istimewa yogyakarta diy
6,hubungan status gizi ibu hamil trimester dengan kejadian anemia di puskesmas pleret bantul
3,keefektifan metode pembelajaran kooperatif tipe example nonexample ditinjau dari prestasi belajar ips kelas iii sd jomblangan banguntapan bantul yogyakarta
6,hubungan dukungan keluarga dengan kepatuhan menjalankan diabetes self care management pada pasien diabetes militus tipe di rsud panembahan senopati bantul
6,pola peresapan obat antihipertensi pada pasien hipertensi pralansia di puskesmas banguntapan ii periode agustusoktober
6,pengaruh akuntabilitas pengelolaan keuangan alokasi dana desa kebijakan desa dan kelenbagaan desa terhadap kesejahteraan masyarakat di kecamatan kasihan kabupaten bantul
3,upaya meningkatkan kemampuan mengenal bentuk geometri melalui kotak bergambar pada anak kelompok tk pkk muntuk dlingo
3,strategi inovasi kelembagaan pada kelompok pengelola desa wisata kaki langit desa mangunan kecamatan dlingo kabupaten bantul daerah istimewa yogyakarta
6,respon petani padi terhadap penerapan teknologi tanam jajar legowo di kabupaten bantul
6,pengembangan antarmuka pencatatan hasil skrining pada sistem informasi skrining kesehatan berbasis web di man bantul
3,penataan pedagang kaklilima berdasarkan rencana tata ruang wilayah kawasan kabupateb bantul
3,pengembangan media big book untuk meningkatkan kemampuan literasi anak usia tahun di tk sekecamatan bambanglipuro bantul
6,perancangan website desa wisata wukirsari bantul sebagai media promosi dan pemesanan
8,everyday is beautiful
2,kumpulan dongeng islami paling inspiratif untuk anak sholeh
7,kumpulan dongeng islami paling inspiratif untuk anak sholeh
6,hubungan perilaku hidup bersih dan sehat phbs dalam keluarga dengan kejadian diare pada balita di puskesmas pundong bantul yogyakarta
3,pengaruh fasilitas belajar dan motivasi belajar terhadap prestasi belajar pkn pada sisa kelas sd negeri se kecamatan pajangan bantul tahun ajaran
6,pengaruh penyuluhan sadari dengan metode demonstrasi terhadap keterampilan sadari pada wanita usia subur di dusun ngabean bantul yogyakarta
6,perbandingan pendapatan usaha tani padi oryza sativa menggunakan benih bersertifikat dan non sertifikat di desa baturetno kecamatan banguntapan kabupaten bantul daerah istimewa yogyakarta
6,gambaran tingkat pengetahuan ibu balita tentang imunisasi polio di puskesmas sewon ii kecamatan sewon kabupaten bantul daerah istimewa yogyakarta
6,pemanfaatan sistem informasi geografis untuk penilaian aksesibilitas pasien diare berdasarkan kunjungan pasien tahun di puskesmas dlingo dan puskesmas dlingo ii
3,pertanggungjawaban perdata puskesmas dalam penyelenggaraan pelayanan ambulan pada unit gawat darurat ugd puskesmas rawat inap di kabupaten bantul
1,hubungan kepercayaan diri dengan sikap kepemimpinan siswa kelas viii smp negeri pandak tahun pelajaran
3,hubungan antara kelompok belajar dengan prestasi belajar siswa kelas vii di smpn pleret bantul tahun ajaran
3,pengaruh keterampilan berbicara dan membaca terhadap prestasi belajar mata pelajaran bahasa indonesia siswa kelas iii sd segugus ii kasihan bantul diy tahun ajaran
6,hubungan peran edukator dalam pelaksanaan discharge planning dengan motivasi keluarga dalam merawat pasien dm di rsud panembahan senopati bantul yogyakarta
3,upaya meningkatkan prestasi belajar ipa dengan teknik mendongeng pada siswa kelas iii sdn sribitan kasihan bantul
3,perbandingan penerapan model pembelajaran problem based learning pbl dengan guided inquiry dilihat dari kemampuan kognitif cc siswa di smpn pajangan kelas vii pada materi perubahan iklim
8,analisis kesalahan penulisan huruf kapital dan tanda baca pada karangan siswa kelas sd negeri wijirejo bantul
6,hubungan pengetahuan dan sikap remaja putri dengan perilaku personal hygiene saat menstruasi pada siswi kelas vii di smp negeri piyungan bantul diy tahun
3,peran guru dalam meningkatkan minat belajar matematika siswa kelas di sd muhammadiyah pandes wonokromo pleret bantul
5,penggunaan ekstrak kulit jeruk nipis citrus aurantifolia pada berbagai jarak paparan terhadap penularan angka kuman udara di puskesmas sewon ii bantul
6,pengaruh kesuksesan penerapan sistem keuangan desa terhadap kinerja pengguna studi empiris pada desa di kabupaten bantul
6,pengaruh kompetensi sumber daya manusia sistem pengendalan intern teknologi informasi dan pemahaman akuntansi berbasis akrual terhadap kualitas laporan keuangan
6,evaluasi kesesuaian lahan pasir pantai untuk pengembangan tanaman padi oryza sativa dim kecamatan sanden kabupaten bantul propins diy
6,hubungan umur dan paritas ibu hamil dengan kejadian preeklamsia di puskesmas sedayu tahun
3,hubungan latar belakang pendidikan dan pengalaman mengajar terhadap kompetensi profesional guru tk di kecamatan jetis bantul
5,partispasi masyarakat dalam pengelolaan hutan mangrove di pantai baros kecamatan kretek bantul
6,determinan kejadian ketuban pecah dini pada ibu bersalin di rsud panembahan senopati bantul yogyakarta periode juli sampai juli
1,hubungan keterpaparan media sosial dengan perilaku seksual remaja pada siswa kelas viii di smp negeri kasihan bantul
5,minyak atsiri melati jasmine sambac sebagai desinfektan untuk nurunkan angka an udara di puskesmas sewon ii
5,pengaruh berbagai konsentrasi air rebusan ketumbar coriandrum sativum terhadap penurunan angka kuman tiang infus di puskesmas rawat inap sewon bantul
5,hubungan kadar debu lingkungan kerja masa kerja dan penggunaan alat pelindung diri dengan gejala subyektif pneumokoniosis pada pekerja industri batu bata di dusun kuden desa sitimulyo piyungan bantul
3,dampak pariwisata bukit mangunan di kecamatan dlingo bantul daerah istimewa yogyakarta terhadap perubahan status sosial ekonomi
6,gambaran hasil terapi pada pasien dengan kanker saluran cerna tahun di rsud panembahan senopati bantul
6,hubungan antara penggunaan kb suntik bulan dengan gangguan siklus menstruasi di puskesmas banguntapan bantulu
6,gambaran pengetahuan remaja putri tentang keputihan di komplek pondok pesantren almunawwir krapyak bantul yogyakarta
6,tingkat pengetahuan ibu tentang penanganan awal diare pada balita dalam tatanan rumah tangga di dusun kajor wetan desa selopamioro kecamatan imogiri kabupaten bantul tahun
6,pengaruh budaya patriarki terhadap pengambilan keputusan pemeriksaan pap smear di puskesmas sedayu ii bantul yogyakarta
3,pengembangan media angkrok dalam pembelajaran teks cerita fantasi di smp kelas vii
7,pengaruh kegiatan ekstrakurikuler karawitan jawa pada sikap siswa di smp sewon bantul
6,komitmen kelompok tani dalam penjualan gabah pada lembaga distribusi pangan masyarakat ldpm di desa patalan kecamatan jetis kabupaten bantul diy
6,gambaran persepsi guru terkait bullying pada anak usia sekolah
3,efektivutas pungutan retribusi berbasisi buku ketetapan retribusi daerah bkrd di pasar tradisional
2,permohonan dispensasi terhadap perkawinan anak di pengadilan agama bantul
3,efektivitas model pembelajaran problem based learning ditinjau dari kemampuan pemecahan masalah matematika kelas vii smp negeri jetis
6,pengaruh penyuluh pencegahan jatuh pada anak toddler terhadap tingkat pengetahuan keluarga di rsud panembahan senopati bantul yogyakarta
6,analisis kelayakan usahatani tumpangsari cabai merah capsicum annum dan bawang merah allium cepa di lahan pasir kabupaten bantul
3,analisis rubrik penilaian menulis sastar pada rencana pelaksanaan pembelajaran rpp sekolah menengah pertama
6,hubungan pengetahuan dan motivasi kesehatan tentang personal hygiene dengan personal hygiene menstruasi pada remaja putri kelas viii di smp pleret bantul diy
3,data envelopment analysis dea untuk menganalisis tingkat efisiensi puskesmas studi kausu kabupaten bantul
6,analisis sistem pemeliharaan berkas rekam medis di rskia ummi khasanah di bantul yogyakarta
6,gambaran pelaksanaan discharge planning pada pasien diabetes mellitus di rsud panembahan senopati bantul yogyakarta
3,gambaran kepuasan pasien terhadap pelayanan kefarmasian dipuskesmas banguntapan iii yogyakarta
6,analisis teknis dan usaha pembenihan gurami skala rumah tangga di kecamatan imogiri kabupaten bantul
6,pengaruh efektivitas penerapan sistem informasi akuntansi budaya organisasi dan kesesuaian tugas pada kinerja karyawan di bukp se kabupaten bantul
6,pengaruh konseling tentang kb mkjp metode kontrasepsi jangka panjang pada wus
3,peningkatan ketrampilan berbicara menggunakan model think pair sharetps
6,hubungan stres kerja dan pola makan tinggi natrium dengan kejadian hipetensi pada lakilaki yang bekerja di instansi pemerintah kab bantul
3,peningkatan pemahaman pembelajaran ipa dengan media mind mapping bagi anak tunarungu kelas di slb negeri bantul
3,rasio belanja operasi belanja modal dan efisiensi belanja untuk mengukur kinerja keuangan pemerintah daerah kab bantul
6,hubungan antara frekuensi kunjungan dan konseling gizi ibu hamil pada pelayanan anc dengan penambahan berat badan ibu hamil di kecamatan sedayu
6,hubungan antara strategi koping dengan status gizi dan kesejahteraan psikologi pada wus pranikah di kabupaten bantul
6,studi kasus perilaku anak oppositional deflant disorder kelas lima di sekolah dasar negeri panggang sedayu bantul
3,pengaruh model pembelajaran teams games tournament tgt terhadap prestasi belajar ipa siswa kelas iii sd negeri banguntapan tahun ajaran
6,hubungan antara konsumsi fe dan vitamin dengan status anemia pada wanita usia subur wus pranikah di kabupaten bantul
6,pengaruh peer education terhadap tingkat pengetahuan anak sekolah tentang pubertas dan cara memelihara kesehatan organ reproduksi di sd padokan
3,sikap ilmiah siswa kelas dalam pembelajaran ipa di sd donotirto bangunjiwokasihan bantul
3,upaya meningkatkan kerjasama siswa dalam pembelajaran matematika melalui model pembelajaran kooperatif tipe think pair share tps kelas viia semester genap smp bantul
6,pengaruh relaksasi nafas dalam terhadap nyeri saat kanulasi avshunt pada pasien gagal ginjal kronik yang menjalani hemodialisa di rsud panembahan senopati bantul
6,hubungan stres dengan siklus menstruasi pada remaja putri di smp negeri banguntapan kabupaten bantul yogyakarta tahun
6,hubungan antara kepatuhan diet natrium dengan kejadian hipertensi pada pasien gagal ginjal kronis di poli penyakit dalam rsud panembahan senopati bantul
3,pemberdayaan kelompok pengrajin batik kayu bkpbk di desa sendangsari kecamatan pajangan kabupaten bantul provinsi daerah istimewa yogyakarta
6,hubungan antara faktor agent dengan kejadian angka infeksi luka operasi sectio caesarea di rsud panembahan senopati bantul
6,hubungan tingkat pengetahuan tentang kanker payudara dengan perilaku sadari pada wanita usia subur wus di dusun dayu desa gadingsari bantul yogyakarta
3,efektifitas model pembelajaran kooperatif tipe think talk write ttw di tinjau dari kemampuan komunikasi matematik siswa kelas vii smp imogiri
6,evaluasi penerapan sistem pengukuran kinerja studi pada kantor kesatuan bangsa dan politik kabupaten bantul
6,faktor resiko yang berhubungan dengan kematian pada pasien leptospiroois di kabupaten bantul periode mei
3,pengaruh penerapan modernisasi sistem administrasi perpajakan terhadap tingkat kepatuhan wajib pajak umkm usaha mikro kecil dan menengah di kabupaten bantul
3,efektifitas program kemitraan dalam meningkatkan prestasi belajar peserta didik di gugus paud bambanglipuro bantul yogyakarta tahun pelajaran
6,pengaruh penggunaan booklet sebagai media edukasi terhadap perilaku dalam penanggulangan anemia pada remaja putri di kecamatan srandakan kabupaten bantul yogyakarta
6,analisis faktor cuaca yang berhubungan dengan angka kunjungan pasien gangguan jiwa di puskesmas kabupaten bantul yogyakarta tahun
3,peran pabrik gula madukismo dalam pencegahan pencemaran akibat limbah pabrik di kabupaten bantul
6,hubungan karakteristik individu dengan perilaku keamanan pangan pada penjamah makanan di rumah makan kawasan wisata kuliner pantai depok kabupaten bantul
6,hubungan pengetahuan sikap penjamah dan fasilitas sanitasi terhadap keamanan pangan di rumah makan kawasan wisata kuliner pantai depok kabupaten bantul tahun
6,hubungan usia ibu hamil dengan kejadian hipertensi gestasional di rsu pku muhammadiyah bantul yogyakarta
6,hubungan hasil pemeriksaan klinis dan laboratorik pada ibu preeklamsia dengan resiko terjadinya severe maternal morbidity
6,hubungan umur dan paritas dengan kejadian kanker serviks di rsud panembahan senopati bantul tahun
6,hubungan pola asuh keluarga menurut kajian kawruh pamomong ki ageng suryomentaram dengan karakter sih pada siswa sd balong sewon bantul
6,sikap petani dalam menerapkan pemupukan berimbang pada teknologi ptt jagung hibrida di desa mulyodadi kecamatan bambanglipuro kabupaten bantul diy
3,keefektifan model pembelajaran index card match dilihat dari aktivitas belajar ipa siswa kelas ii sd muhammadiyah kalangan baturetno banguntapan bantul
3,evaluasi sistem pemantauan jentik oleh juru pemantau jentik jumantik rt dalam program pemberantasan sarang nyamuk di wilayah kerja puskesmas banguntapan iii kabupaten bantul yogyakarta
6,hubungan status gizi dengan jenis pneumonia pada balita di rsud panembahan senopati kabupaten bantul yogyakarta
6,hubungan status nutrisi imt dengan derajat ulkus diabetik di rsud panembahan senopati bantul
6,hubungan paritas dan anemia dengan kejadian ketuban pecah dini kpd pada ibu bersalin di rsud panembahan senopati bantul
3,analisis kesesuaian lahan dan nilai keindahan lanskap untuk pariwisata pesisir dan pantai di kecamatan sanden
6,hubungan skala nyeri ibu dengan waktu inisiasi pemberian asi pada bayi baru lahir pasca seksio sesar di bangsak alamanda dan rsud panembahan senopati bantul yogyakarta
1,hubungan perilaku agresif dengan harga diri pada siswa kels vii ix di smp nasional bantul
3,efektivitas modul pembelajaran problem based learning pbl terhadap hasil belajar ipa ditinjau dari kemampuan berpikir kritis siswa kelas vii smp negeri imogiri tahun pelajaran
6,hubungan tingkat pendidikan dan jenis pekerjaan ibu dengan praktik pemberian makanan pendamping asi mpasi pada bayi umur bulan di kecamatan sedayu bantul yogyakarta
6,hubungan faktorfaktor pemilihan alat kontrasepsi iud dengan lama pemakaian alat kontrasepsi iud di puskesmas piyungan bantul yogyakarta
6,peran rumah pintar pijoengan dalam meningkatkan kemampuan berkomunikasi warga belajar program pelatihan menjahit
6,analisis pemanfaatan jasa pelayanan kesehatan di poli umum puskesmas banguntapan bantul diy tahun
3,beberapa faktor resiko yang mempengaruhi kontaminasi coliform pada air sumur di dusun mandingan desa ringinharjo kecamatan bantul kabupaten bantul tahun
3,hubungan kecerdasan interpersonal dengan perilaku verbal bullying pada siswa kelas sd segugus upt ppd kecamatan kasihan kabupaten bantul
